Municipio,Latitud,Longitud,Horario,Operador,Gasolina95,Gasolina98,GasoleoA,GasoleoPlus,Bioetanol(%),Ester Metilico(%)
Bilbao,"43,272611","-2,903028",LBAO-2,BP,3.272,2.903,1.09,1.469,0.0,0.097717484481648
Bilbao,"43,286667","-2,958444",LBAO-2,REPSOL,3.286,2.958,1.599,1.519,0.0,0.02297484481648
Bilbao,"43,246694","-2,911389",LBAO-2,CEPSA,3.246,2.911,1.529,1.639,0.0,0.01847484481648
Bilbao,"43,247694","-2,924250",LBAO-2,REPSOL,3.247,2.924,1.599,1.509,0.0,0.0108897484481648
Bilbao,"43,248472","-2,924778",LBAO-2,REPSOL,3.248,2.924,1.599,1.509,0.0,0.0108907484481648
Bilbao,"43,255917","-2,932972",LBAO-2,CEPSA,3.255,2.932,1.522,0.016,0.0,0.01657484481648
Bilbao,"43,249361","-2,969056",LBAO-2,,3.249,2.969,1.238,0.015,0.0,0.0155117484481648
Bilbao,"43,349972","-3,072250",LBAO-3,,3.349,3.072,1.179,1.129,0.0,0.0133327484481648
Bilbao,"43,265278","-2,961389",LBAO-2,PETRONOR,3.265,2.961,1.599,1.509,0.0,0.0216748448164816
Derio,"43,306083","-2,900389",L-D: 06:00-22:00,,3.306,2.9,1.199,0.909,0.0,0.0120257486481648
Derio,"43,318583","-2,876444",L-S: 06:00-22:20;,PETRONOR,3.318,2.876,1.609,0.949,0.0,0.018674864816482
Durango,"43,164944","-2,620333",L-D: 07:00-21:00,ALCAMPO,3.164,2.62,1.275,1.295,0.0,0.0160748848164823
Elorrio,"43,130583","-2,548889",L-D: 07:00-19:00,,3.13,2.548,1.511,1.189,0.0,0.0217749148164823
Elorrio,"43,130194","-2,562639",L ML-,,3.13,2.562,0.773,1.295,0.0,0.0135037491481648
Erandio,"43,303333","-2,952833",L-V: 06:00-22:00;,SHELL,3.303,2.952,1.419,1.499,0.0,0.0222749248164895
Erandio,"43,291000","-2,959889",LOIU,PETRONOR,3.291,2.959,1.599,0.949,0.0,0.0239749248164895
Erandio,"43,307528","-2,944833",L,PETRONOR,3.307,2.944,1.589,1.509,0.0,0.0178749248164895
Erandio,"43,313056","-2,984639",L-V: 06:00-22:00;,REPSOL,3.313,2.984,1.119,1.599,0.0,0.0231749248164895
Erandio,"43,291222","-2,960417",L-V: 05:00-22:45;,PETRONOR,3.291,2.96,1.599,1.509,0.0,0.0240749248164845
Etxebarri,"43,250667","-2,889028",L-V: 06:00-21:00;,REPSOL,3.25,2.889,1.605,1.515,0.0,0.0233749648164845
Etxebarri,"43,250806","-2,888444",L-V: 07:00-21:30;,REPSOL,3.25,2.888,1.605,1.515,0.0,0.0232749648164896
Galdakao,"43,236056","-2,803833",L-D: 24,REPSOL,3.236,2.803,1.619,1.529,0.0,0.0193750048164896
Galdakao,"43,231750","-2,791056",L-V: 06:00-22:00;,,3.231,2.791,0.759,1.309,0.0,0.0102447500481648
Galdakao,"43,231972","-2,792667",L-V: 06:00-22:00;,,3.231,2.792,0.799,1.299,0.0,0.0128217500481648
Galdakao,"43,227389","-2,838194",LDE,REPSOL,3.227,2.838,1.619,1.529,0.0,0.0123507500481648
Galdakao,"43,240111","-2,873056",LO-2,PETRONOR,3.24,2.873,1.599,1.509,0.0,0.020075004816483
Gernika,"43,296500","-2,686944",LUMO-2,,3.296,2.686,1.299,1.389,0.0,0.0111447506481648
Gernika,"43,304944","-2,678222",LUMO-2,REPSOL,3.304,2.678,1.619,1.529,0.0,0.0243750648164899
Getxo,"43,360917","-3,005278",L-J: 06:00-00:00;,REPSOL,3.36,3.005,1.589,1.499,0.0,0.0173750748164899
Getxo,"43,361056","-3,006167",LAZA,REPSOL,3.361,3.006,0.999,1.589,0.0,0.0174750748164899
Getxo,"43,340389","-2,994750",L-D: 24,,3.34,2.994,1.471,1.537,0.0,0.0195750748164819
Gordexola,"43,183694","-3,061972",L-D: 24,,3.183,3.061,0.777,1.327,0.0,0.0132797509481648
Gorliz,"43,408083","-2,930500",L-D: 06:00-22:00,,3.408,2.93,1.309,1.439,0.0,0.0118847510481648
Bio,"43,204333","-3,047306",L-D: 06:00-22:00,PETRONOR,3.204,3.047,1.579,1.489,0.0,0.0237751148164814
Igorre,"43,163778","-2,777556",L-D: 24,,3.163,2.777,0.799,1.439,0.0,0.0248751348164821
Iurreta,"43,186278","-2,671000",L-V: 07:00-15:00,SHELL,3.186,2.671,1.11,1.429,0.0,0.0127515481648215
Iurreta,"43,185778","-2,671556",L-D: 06:30-22:30,SHELL,3.185,2.671,1.11,1.429,0.0,0.047515481648215
Iurreta,"43,182722","-2,661250",L-D: 06:00-22:00,,3.182,2.661,0.529,1.329,0.0,0.0135007515481648
Iurreta,"43,175167","-2,641389",L-D: 06:00-22:00,REPSOL,3.175,2.641,1.609,1.529,0.0,0.0183751548164821
Izurtza,"43,145611","-2,644972",L,,3.145,2.644,0.79,1.419,0.0,0.0161751648164899
Karrantza,"43,238139","-3,355694",L: 24,PETRONOR,3.238,3.355,1.539,1.299,0.0,0.0224751748164819
Larrabetzu,"43,263361","-2,811417",L-S: 08:00-22:30;,,3.263,2.811,1.342,1.199,0.0,0.0149667520481648
Leioa,"43,317694","-2,973194",L-D: 24,,3.317,2.973,1.359,1.409,0.0,0.0151752248164894
Leioa,"43,340389","-2,994389",L-D: 24,,3.34,2.994,1.359,1.409,0.0,0.0153752248164894
Leioa,"43,320444","-2,976194",L-D: 24,REPSOL,3.32,2.976,1.119,1.622,0.0,0.0214752248164894
Leioa,"43,319444","-2,975750",LETA,REPSOL,3.319,2.975,1.119,1.622,0.0,0.0215752248164828
Lekeitio,"43,345250","-2,503472",L,,3.345,2.503,1.509,1.219,0.0,0.0109147523481648
Lemoa,"43,210639","-2,790222","LA,5",BALLENOIL,3.21,2.79,1.269,1.289,0.0,0.0156347524481648
Lemoa,"43,210917","-2,785444",L-D: 06:00-22:00,,3.21,2.785,0.773,1.327,0.0,0.0143457524481648
Loiu,"43,307861","-2,943556",Loiu1,PETRONOR,3.307,2.943,1.589,1.499,0.0,0.0177752748164826
Mallabia,"43,200472","-2,531361",L-S: 07:00-22:00;,,3.2,2.531,1.275,1.375,0.0,0.0158837528481648
Mallabia,"43,193861","-2,519028",L-V: 06:00-22:00;,,3.193,2.519,0.799,1.439,0.0,0.0162752848164827
Markina,"43,259611","-2,523694",L-D: 06:00-22:00,PETRONOR,3.259,2.523,1.579,1.499,0.0,0.0188753048164827
Markina,"43,280111","-2,495722",L-D: 06:00-22:00,PETRONOR,3.28,2.495,1.519,1.299,0.0,0.0238753048164836
Mundaka,"43,412306","-2,702944",LLE,REPSOL,3.412,2.702,1.579,1.499,0.0,0.018175364816481
Mungia,"43,354389","-2,839833",LLE,ALCAMPO,3.354,2.839,1.299,1.389,0.0,0.0134597537481648
Mungia,"43,358944","-2,835556",L-V: 06:20-22:00;,,3.358,2.835,0.759,1.329,0.0,0.0149987537481648
Mungia,"43,336472","-2,835083",LLE,,3.336,2.835,1.499,1.269,0.0,0.0102437537481648
Mungia,"43,358917","-2,856222",L-V: 06:00-22:00;,,3.358,2.856,0.759,1.309,0.0,0.0149157537481648
Mungia,"43,377250","-2,864861",LELA-2,PETRONOR,3.377,2.864,1.579,1.489,0.0,0.0187753748164812
Mungia,"43,370667","-2,805417",L-D: 24,REPSOL,3.37,2.805,1.579,1.489,0.0,0.0169753748164839
Muxika,"43,266222","-2,685861",L-D: 24,,3.266,2.685,0.759,1.309,0.0,0.0857675414816483
Muxika,"43,265278","-2,686306",L-D: 07:00-23:00,,3.265,2.686,1.309,1.399,0.0,0.0857775414816484
Orozko,"43,120944","-2,912639",L-V: 06:00-22:00;,BP,3.12,2.912,0.85,1.449,0.0,0.0172754448164853
Ortuella,"43,305833","-3,045000",LLA-3,,3.305,3.045,1.2,1.629,0.0,0.0115167545481648
Ortuella,"43,313250","-3,029444",LLA-3,,3.313,3.029,0.679,1.299,0.0,0.0141677545481648
Otxandio,"43,063139","-2,661972",L-V: 06:00-22:00;,,3.063,2.661,0.79,0.929,0.0,0.0108487546481648
Plentzia,"43,390333","-2,943917","L,",REPSOL,3.39,2.943,1.579,1.489,0.0,0.0209754748164892
Portugalete,"43,315389","-3,021278",LETE-3,CEPSA,3.315,3.021,1.509,1.604,0.0,0.0205754848164892
Portugalete,"43,311639","-3,024278",LETE-3,,3.311,3.024,1.307,1.329,0.0,0.0113867548481648
Santurtzi,"43,319639","-3,046944",L-D: 24,CEPSA,3.319,3.046,1.515,1.62,0.0,0.0247754948164898
Santurtzi,"43,319389","-3,045333",L,PLENERGY,3.319,3.045,1.299,1.479,0.0,0.0157277549481648
Santurtzi,"43,319639","-3,045972",L-D: 24,REPSOL,3.319,3.045,1.625,1.535,0.0,0.0108927549481648
Santurtzi,"43,318667","-3,044889","LDO,",BALLENOIL,3.318,3.044,1.299,1.479,0.0,0.0148637549481648
Sestao,"43,299861","-3,004833",L-D: 24,CARREFOUR,3.299,3.004,1.419,1.459,0.0,0.0135967550481648
Sestao,"43,298528","-3,003167",L-D: 06:00-22:00,REPSOL,3.298,3.003,1.615,1.219,0.0,0.0202755048164891
Sestao,"43,298889","-3,002750",L,REPSOL,3.298,3.002,1.615,1.535,0.0,0.0201755048164891
Sestao,"43,313194","-3,010500",LCOX,PETRONOR,3.313,3.01,1.589,1.499,0.0,0.0185755048164891
Sestao,"43,303444","-3,004222",L,,3.303,3.004,1.421,1.517,0.0,0.0151587550481648
Sopelana,"43,382583","-2,987361",L,GALP,3.382,2.987,0.699,1.429,0.0,0.021975524816486
Sopelana,"43,382222","-2,988472",L,GALP,3.382,2.988,0.699,1.434,0.0,0.0220755248164819
Sopuerta,"43,267000","-3,152944","LA,",REPSOL,3.267,3.152,1.579,1.489,0.0,0.0234755348164849
Ugao,"43,182833","-2,901361",LOW,,3.182,2.901,0.693,1.337,0.0,0.0162767557481648
Ugao,"43,189750","-2,894444",LLES-2,PETRONOR,3.189,2.894,1.619,1.529,0.0,0.0207755748164861
Urduliz,"43,380556","-2,959750",LIZ-2,SHELL,3.38,2.959,1.11,1.379,0.0,0.0150887558481648
Urduliz,"43,366194","-2,930028",LIZ-2,PETRONOR,3.366,2.93,1.579,1.489,0.0,0.0182755848164846
Urduña,"42,986694","-3,014944",L-D: 06:00-22:00,,2.986,3.014,1.369,1.089,0.0,0.0133897559481648
Valle,"43,292806","-3,017750",LLE,BP,3.292,3.017,1.09,1.469,0.0,0.0164756048164851
Valle,"43,305000","-3,037222",LLE,,3.305,3.037,1.006,0.015,0.0,0.0153817560481648
Valle,"43,297250","-3,013500",LLE,PETRONOR,3.297,3.013,1.615,1.525,0.0,0.0242756048164851
Valle,"43,295917","-3,012528",LGAS,,3.295,3.012,1.189,1.149,0.0,0.0158077560481648
Zalla,"43,209889","-3,124889",LLA-3,,3.209,3.124,1.327,1.417,0.0,0.0154756248164886
Zalla,"43,212361","-3,126639",LLA-3,,3.212,3.126,0.977,1.451,0.0,0.0159756248164817
Zamudio,"43,280111","-2,852861",LA,CEPSA,3.28,2.852,0.89,1.459,0.0,0.0917275634816481
Zamudio,"43,276028","-2,851000",L-D: 06:00-22:00,,3.276,2.851,0.98,1.319,0.0,0.0139887563481648
Zamudio,"43,293278","-2,896722",L-D: 24,,3.293,2.896,1.284,1.384,0.0,0.0946475634816481
Zamudio,"43,286000","-2,872639",L-V: 07:00-20:00;,,3.286,2.872,1.285,1.385,0.0,0.0141977563481648
Zeanuri,"43,064917","-2,711528",LTO,,3.064,2.711,0.499,1.357,0.0,0.0145687565481648
Zeanuri,"43,065500","-2,711167","LOS,",,3.065,2.711,1.317,1.467,0.0,0.0155147565481648
Zierbena,"43,362194","-3,100528",L,,3.362,3.1,1.299,1.399,0.0,0.0131397567481648
Zierbena,"43,350472","-3,073861",L,,3.35,3.073,1.309,1.399,0.0,0.0153577567481609
Ameyugo,"42,651972","-3,068028",L-D: 24,,2.651,3.068,1.021,1.568,0.0,0.0498311830908092
Ameyugo,"42,650611","-3,069667","L, 53",,2.65,3.069,1.021,1.578,0.0,0.0498411830908094
Aranda,"41,667972","-3,711778",LLE,,1.667,3.711,1.379,0.013,0.0,0.0130491185090809
Aranda,"41,670250","-3,707139",LLE,CEPSA,1.67,3.707,1.457,1.524,0.0,0.0473611850908094
Aranda,"41,674944","-3,686000",L-D: 24,BP,1.674,3.686,1.439,1.539,0.0,0.0507011850908094
Aranda,"41,668583","-3,699944",LUIS,,1.668,3.699,1.25,1.296,0.0,0.0106131185090809
Aranda,"41,665194","-3,705444",LLE,,1.665,3.705,0.85,1.369,0.0,0.0607511850908094
Aranda,"41,653917","-3,700472",L I,,1.653,3.7,0.639,1.379,0.0,0.0146321185090809
Aranda,"41,686861","-3,684861","LLA, 64",,1.686,3.684,1.349,1.439,0.0,0.0141721185090809
Aranda,"41,662583","-3,691861","L, 21",REPSOL,1.662,3.691,1.529,0.929,0.0,0.0603811850908094
Aranda,"41,666333","-3,725417",LEOS,,1.666,3.725,0.69,1.409,0.0,0.0118311185090809
Aranda,"41,677056","-3,691944","L, 82",ALCAMPO,1.677,3.691,1.265,1.365,0.0,0.0496911850908094
Aranda,"41,666444","-3,727861",LUIS,,1.666,3.727,0.5,1.349,0.0,0.0132381185090809
Aranda,"41,665556","-3,710611",L 603,,1.665,3.71,1.265,1.365,0.0,0.0144581185090809
Aranda,"41,639778","-3,693444",LLE,,1.639,3.693,0.605,1.265,0.0,0.0160601185090809
Aranda,"41,654139","-3,699583",LLOS,,1.654,3.699,1.219,1.149,0.0,0.0147411185090809
Arcos,"42,275306","-3,763167",L,,2.275,3.763,0.69,1.309,0.0,0.0125511190090809
Balbases (Los),"42,177028","-4,060028",LOS)-4,GALP,2.177,4.06,1.484,1.534,0.0,0.0112281199090809
Basconcillos,"42,693778","-3,980611",LLOS,REPSOL,2.693,3.98,1.518,1.598,0.0,0.0506912080908092
Belorado,"42,417333","-3,207111",L-J: 08:00-20:00;,REPSOL,2.417,3.207,0.75,1.488,0.0,0.0554812110908095
Berberana,"42,911833","-3,061333",L-V: 24,,2.911,3.061,1.358,1.058,0.0,0.0604512120908092
Briviesca,"42,534556","-3,321083",L-D: 24,BP,2.534,3.321,1.59,1.519,0.0,0.0100391217090809
Briviesca,"42,526028","-3,334111",L-D: 24,,2.526,3.334,1.021,1.568,0.0,0.0498912170908092
Briviesca,"42,528861","-3,332083",L-D: 24,,2.528,3.332,1.021,1.568,0.0,0.0499112170908092
Briviesca,"42,535722","-3,314917",L,,2.535,3.314,0.69,1.329,0.0,0.0139461217090809
Briviesca,"42,555889","-3,320056",L LA,,2.555,3.32,1.354,1.42,0.0,0.0943012170908092
Briviesca,"42,563250","-3,331597",L-D: 24,,2.563,3.331,1.356,0.938,0.0,0.0899012170908092
Briviesca,"42,536278","-3,312889",L,,2.536,3.312,0.69,1.354,0.0,0.0943112170908092
Buniel,"42,300722","-3,835139",L-3,,2.3,3.835,0.5,1.349,0.0,0.0132391219090809
Burgos,"42,344667","-3,698667",LLE,REPSOL,2.344,3.698,1.469,1.529,0.0,0.059891220090809
Burgos,"42,365028","-3,698778",L-D: 24,,2.365,3.698,0.64,1.309,0.0,0.0161261220090809
Burgos,"42,364306","-3,711944",LAS,,2.364,3.711,0.689,0.909,0.0,0.0107531220090809
Burgos,"42,370528","-3,718528",L I,,2.37,3.718,1.539,1.639,0.0,0.0118781220090809
Burgos,"42,319611","-3,702278",L-D: 07:00-23:00,BALLENOIL,2.319,3.702,1.309,1.329,0.0,0.0161921220090809
Burgos,"42,310278","-3,702917",L,,2.31,3.702,1.021,1.525,0.0,0.0110581220090809
Burgos,"42,337472","-3,711889",L,REPSOL,2.337,3.711,0.959,1.529,0.0,0.059861220090809
Burgos,"42,330333","-3,700500",L-V: 06:30-22:00;,REPSOL,2.33,3.7,1.529,1.619,0.0,0.060531220090809
Burgos,"42,362528","-3,762083",LLE,,2.362,3.762,1.418,1.498,0.0,0.098031220090809
Burgos,"42,371861","-3,728361",LAS,,2.371,3.728,0.5,1.359,0.0,0.0141661220090809
Burgos,"42,363611","-3,680694",L-V: 07:00-23:00,CEPSA,2.363,3.68,1.519,1.629,0.0,0.060681220090809
Burgos,"42,365528","-3,674806",L-D: 24,,2.365,3.674,1.539,1.639,0.0,0.0145161220090809
Burgos,"42,358694","-3,695111",L-D: 24,CARREFOUR,2.358,3.695,0.5,0.919,0.0,0.060731220090809
Burgos,"42,360694","-3,694778",LLE,CARREFOUR,2.36,3.694,1.419,1.459,0.0,0.0120621220090809
Burgos,"42,351583","-3,647722",L,,2.351,3.647,0.69,1.309,0.0,0.0147981220090809
Burgos,"42,351167","-3,660306",LA,BALLENOIL,2.351,3.66,1.309,1.329,0.0,0.0156831220090809
Burgos,"42,347500","-3,639694",L,,2.347,3.639,1.25,1.296,0.0,0.0106121220090809
Burgos,"42,348750","-3,677917",LLE,REPSOL,2.348,3.677,1.529,1.619,0.0,0.055321220090809
Burgos,"42,358722","-3,650972",LLE,CEPSA,2.358,3.65,1.538,1.633,0.0,0.0145801220090809
Burgos,"42,360639","-3,652806",LLE,,2.36,3.652,0.5,1.359,0.0,0.0162201220090809
Burgos,"42,362000","-3,653500",L-D: 06:30-22:30,PLENERGY,2.362,3.653,1.309,1.399,0.0,0.0155721220090809
Burgos,"42,366083","-3,692694",LLE,GALP,2.366,3.692,1.359,1.409,0.0,0.0504012200908091
Burgos,"42,364111","-3,622139",L 120,REPSOL,2.364,3.622,1.469,1.539,0.0,0.059821220090809
Burgos,"42,344583","-3,647944",LA,REPSOL,2.344,3.647,0.949,1.499,0.0,0.060591220090809
Burgos,"42,347111","-3,650194",LA,CEPSA,2.347,3.65,1.519,1.559,0.0,0.0143211220090809
Burgos,"42,368111","-3,728194",L I,,2.368,3.728,1.42,1.52,0.0,0.0126081220090809
Burgos,"42,369417","-3,607611",L-D: 08:00-21:00,,2.369,3.607,1.0,1.7,0.0,0.0494212200908094
Caleruega,"41,823167","-3,490250",LLE,,1.823,3.49,1.489,1.569,0.0,0.0554412240908091
Carcedo,"42,287639","-3,623639",L-D: 06:00-22:00,,2.287,3.623,1.277,1.377,0.0,0.0141181231090809
Cardeñajimeno,"42,341250","-3,612222",L-D: 07:00-23:00,REPSOL,2.341,3.612,1.579,1.489,0.0,0.0551812330908093
Castrillo,"41,648417","-3,782750",LLO,CEPSA,1.648,3.782,0.726,1.479,0.0,0.0607112420908091
Castrojeriz,"42,286833","-4,145472",L-D: 24,,2.286,4.145,0.85,1.44,0.0,0.0923512460908091
Castrojeriz,"42,286667","-4,141333",L-D: 24,PETRONOR,2.286,4.141,1.628,1.538,0.0,0.0551512460908093
Cilleruelo,"41,929778","-3,763361",LO,BP,1.929,3.763,1.479,1.579,0.0,0.0116911255090809
Condado,"42,722944","-2,696139",L-S: 07:00-22:00;,,2.722,2.696,0.55,1.35,0.0,0.0122071259090809
Condado,"42,733694","-2,750194",LLE,,2.733,2.75,1.432,1.489,0.0,0.0494412590908095
Espinosa,"43,075361","-3,542806",LOS,,3.075,3.542,1.362,1.479,0.0,0.0119471269090809
Estépar,"42,278444","-3,891750",L-D: 24,,2.278,3.891,0.5,1.359,0.0,0.0497012710908092
Estépar,"42,275278","-3,897222",L-V: 24,,2.275,3.897,0.639,1.469,0.0,0.0803412710908093
Fontioso,"41,930556","-3,759889",L-D: 06:00-00:00,SHELL,1.93,3.759,0.979,1.519,0.0,0.0840312720908093
Fontioso,"41,916222","-3,751139",L-D: 07:00-23:00,REPSOL,1.916,3.751,1.179,1.129,0.0,0.0505412720908092
Frandovínez,"42,294444","-3,846500",L-D: 24,REPSOL,2.294,3.846,1.499,1.609,0.0,0.0597512730908093
Fuentecén,"41,626083","-3,878722",L-D: 07:00-23:00,,1.626,3.878,0.5,1.129,0.0,0.0132541281090809
Fuentespina,"41,616306","-3,684833",L-J: 08:00-21:00;,CEPSA,1.616,3.684,1.518,1.62,0.0,0.0505912860908093
Gumiel,"41,780250","-3,695667",L DE,PETRONOR,1.78,3.695,1.479,1.579,0.0,0.0601112910908094
Huerta,"41,835056","-3,345889",L,REPSOL,1.835,3.345,1.455,1.515,0.0,0.0605413070908093
Lerma,"42,037500","-3,766778",L-D: 24,,2.037,3.766,1.459,1.539,0.0,0.0900813220908093
Lerma,"42,037389","-3,753889",L-J: 08:00-21:00;,,2.037,3.753,1.409,1.479,0.0,0.0106311322090809
Madrigalejo,"42,132361","-3,716806",LEJO,CEPSA,2.132,3.716,1.519,1.624,0.0,0.0500213250908095
Medina,"42,943167","-3,485278",L-D: 07:00-21:30,,2.943,3.485,1.369,0.999,0.0,0.0124491333090809
Medina,"42,945000","-3,483000",L-D: 07:00-22:00,REPSOL,2.945,3.483,1.599,1.519,0.0,0.0600413330908091
Melgar,"42,403056","-4,238167",LGAR,,2.403,4.238,1.504,1.601,0.0,0.0599113340908091
Melgar,"42,401528","-4,245167",LGAR,,2.401,4.245,1.44,0.012,0.0,0.0126061334090809
Merindad,"43,080083","-3,458333",LLE,REPSOL,3.08,3.458,1.515,1.215,0.0,0.0601813360908095
Merindad,"43,059139","-3,476417",L-629,,3.059,3.476,0.799,1.329,0.0,0.0150211336090809
Merindad,"42,637028","-3,623861",LA-3,,2.637,3.623,0.65,1.299,0.0,0.0493813370908095
Merindad,"43,045750","-3,688250",LEJO-3,,3.045,3.688,1.469,1.528,0.0,0.0495913380908094
Milagros,"41,593833","-3,697222",LBAO,CEPSA,1.593,3.697,0.85,1.554,0.0,0.0504113410908092
Miranda,"42,695500","-2,951750",L 1,,2.695,2.951,1.31,1.36,0.0,0.0475313420908092
Miranda,"42,692944","-2,937500",L-D: 06:30-22:30,REPSOL,2.692,2.937,1.479,1.549,0.0,0.0604113420908092
Miranda,"42,688306","-2,952944",L-V: 06:00-21:00;,REPSOL,2.688,2.952,0.939,1.485,0.0,0.0598313420908092
Miranda,"42,688833","-2,952750",LBAO,REPSOL,2.688,2.952,1.485,1.555,0.0,0.0598413420908092
Miranda,"42,692556","-2,949556",L-D: 06:30-22:30,CEPSA,2.692,2.949,1.483,1.543,0.0,0.0161171342090809
Miranda,"42,685750","-2,932667",LP,GALP,2.685,2.932,1.339,1.069,0.0,0.0503713420908092
Miranda,"42,686333","-2,961472",LBAO,BP,2.686,2.961,0.849,1.489,0.0,0.0124251342090809
Miranda,"42,692972","-2,950500",L,PLENERGY,2.692,2.95,1.309,1.429,0.0,0.0152671342090809
Miranda,"42,696583","-2,915250",L-V: 07:00-22:00;,,2.696,2.915,0.5,1.329,0.0,0.0133721342090809
Olmedillo,"41,781611","-3,929972",LLO,REPSOL,1.781,3.929,1.459,1.139,0.0,0.0602813550908095
Oña,"42,734833","-3,414722",L-V: 08:00-22:00;,,2.734,3.414,1.399,1.449,0.0,0.0492013570908093
Oquillas,"41,824917","-3,703972",LLAS-3,GALP,1.824,3.703,0.699,1.439,0.0,0.0503613580908096
Palacios,"41,978583","-3,142333",LA,,1.978,3.142,0.45,1.289,0.0,0.0130381363090809
Pardilla,"41,573639","-3,705500",LLA-3,CEPSA,1.573,3.705,0.85,1.544,0.0,0.0500713690908092
Puebla,"42,761583","-2,825541",LA,,2.761,2.825,0.864,0.094,0.0,0.0949613870908092
Quintanapalla,"42,404111","-3,549583",LLA-3,REPSOL,2.404,3.549,0.929,1.509,0.0,0.0507813940908092
Quintanapalla,"42,404750","-3,549556",LLA-3,REPSOL,2.404,3.549,0.929,1.499,0.0,0.0507913940908096
Quintanar,"41,972694","-3,041972",LA,GALP,1.972,3.041,1.339,1.389,0.0,0.0503813950908091
Quintanilla,"42,426861","-3,681639",L,CEPSA,2.426,3.681,1.548,1.643,0.0,0.0491814010908091
Quintanillas (Las),"42,366583","-3,843667",LLAS,REPSOL,2.366,3.843,1.489,1.589,0.0,0.0160721402090809
Revilla,"42,027639","-3,322972",LLA,,2.027,3.322,0.6,1.389,0.0,0.0101641414090809
Roa,"41,698500","-3,923194",LES,REPSOL,1.698,3.923,1.459,1.125,0.0,0.0604214180908093
Roa,"41,690528","-3,925778",L-D: 24,,1.69,3.925,0.69,1.395,0.0,0.0921514180908091
Rubena,"42,376750","-3,590833","L,",,2.376,3.59,0.5,1.399,0.0,0.0490814210908096
Salas,"42,023583","-3,292250",LAS,REPSOL,2.023,3.292,1.469,1.569,0.0,0.0599814250908093
Santa,"42,131694","-3,964917",L,REPSOL,2.131,3.964,1.455,1.515,0.0,0.0552514390908096
Sarracín,"42,226389","-3,707250",L-D: 24,SHELL,2.226,3.707,0.979,1.519,0.0,0.0840514480908096
Sarracín,"42,245833","-3,703139",L-D: 24,GALP,2.245,3.703,0.699,1.499,0.0,0.0507414480908096
Sarracín,"42,245333","-3,705972",L 120,GALP,2.245,3.705,0.699,1.509,0.0,0.0502814480908091
Sasamón,"42,399444","-4,038056",LLOS,REPSOL,2.399,4.038,0.995,1.508,0.0,0.0153681449090809
Sotresgudo,"42,556500","-4,203167",L-D: 24,,2.556,4.203,1.46,1.54,0.0,0.0126071455090809
Trespaderne,"42,806222","-3,390056",L: 07:00-22:00,,2.806,3.39,1.378,0.95,0.0,0.0928414710908094
Vadocondes,"41,633528","-3,578028",L-D: 07:00-21:00,REPSOL,1.633,3.578,1.459,1.569,0.0,0.0554514750908095
Valle,"42,978611","-3,222722",Losa1,GALP,2.978,3.222,1.489,1.059,0.0,0.0504314810908095
Valle,"43,111639","-3,266222",L: 07:00-20:00,PETRONOR,3.111,3.266,1.465,1.205,0.0,0.0604614830908095
Valle,"43,166972","-3,229222",L,REPSOL,3.166,3.229,1.549,1.459,0.0,0.0605214830908095
Valle,"43,158583","-3,235833",LLA-3,,3.158,3.235,0.5,1.339,0.0,0.0136381483090809
Valle,"42,801861","-3,768667",LADA-3,,2.801,3.768,1.479,1.019,0.0,0.0494514860908092
Valle,"42,790083","-3,264778",L-D: 08:00-21:45,,2.79,3.264,1.497,1.577,0.0,0.0109801487090809
Valle,"42,970556","-3,849417",LO,,2.97,3.849,1.469,1.509,0.0,0.0494014880908091
Valle,"42,739889","-4,141444",L-D: 08:00-21:00,,2.739,4.141,0.5,1.349,0.0,0.0505614900908091
Villadiego,"42,512111","-4,010778",L-D: 24,CEPSA,2.512,4.01,1.519,1.609,0.0,0.0501914990908091
Villagonzalo,"42,306722","-3,732250",LO,SHELL,2.306,3.732,1.519,1.58,0.0,0.0840615060908091
Villagonzalo,"42,290056","-3,703306",LO,REPSOL,2.29,3.703,0.969,1.539,0.0,0.0599315060908091
Villagonzalo,"42,290333","-3,704944",LO,REPSOL,2.29,3.704,0.969,1.539,0.0,0.0599415060908091
Villagonzalo,"42,308861","-3,702722",LO,,2.308,3.702,1.349,1.439,0.0,0.0132361506090809
Villagonzalo,"42,309056","-3,723556",LO,REPSOL,2.309,3.723,1.589,1.499,0.0,0.0507615060908091
Villalbilla,"42,340889","-3,767000",LLA,REPSOL,2.34,3.767,1.0,1.519,0.0,0.0600815090908093
Villalmanzo,"42,041028","-3,751667",L-D: 24,REPSOL,2.041,3.751,0.929,1.646,0.0,0.0602515120908093
Villalmanzo,"42,040694","-3,752778",L-V: 09:00-14:00,REPSOL,2.04,3.752,0.929,1.646,0.0,0.0602615120908093
Villalmanzo,"42,043611","-3,750306",L-D: 07:00-22:00,,2.043,3.75,0.56,1.367,0.0,0.0930615120908091
Villanueva,"42,379861","-3,928167",L-D: 24,,2.379,3.928,0.669,1.329,0.0,0.0475015190908092
Villaquirán,"42,219944","-3,999139",LAS,CEPSA,2.219,3.999,0.699,1.489,0.0,0.0502415240908095
Villarcayo,"42,920389","-3,581222",LLE,,2.92,3.581,1.349,0.999,0.0,0.0473715250908095
Villarcayo,"42,940389","-3,570556",L: 07:30-22:30;,,2.94,3.57,1.279,0.999,0.0,0.0493415250908092
